CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total Some Other Race alone,Estimate Total Two or More Races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k
NJ-510,ocean county,2010,590,542,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,279200,0.628525994,1096,1381,0.18,37,278161,0.007607299,0,285,294100,0.5814840410555684,1069,,0.18,6.2,275793,0.004465008,0,,0500000US34029,34029,-5.03,741,207.06,176.6,,,,,,,,577603,0.1078612818839237,0.91,0.03,0,0.02,0,0.03,0.02,,,0.065896472,0.038685741,0.020799753,0.01112702,0.009116989,0.033980087,0.054165231,0.052175976,0.054767721,0.059785008,0.067937667,0.06176907,0.068098677,0.056511133,0.025740864,0.042717922,0.021845454,0.033640753,0.045835981,0.045217909,0.032054889,0.030986681,0.067143003,0.52,,57128,0.425,11.2,3.48,59.11,76.3,28.8,0.3672531742926151,0.052473208,,,,,,,,,,,,,,,,9.406785658190204,8.595558271153617,0.8112273870365864
NJ-510,ocean county,2011,545,498,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,266500,0.6092300765420982,1073,1389,0.2,35,278853,0.004430856,0,316,284100,0.5940220761503162,1094,1405,0.18,6,277087,0.005079354,0,311,0500000US34029,34029,-4.74,705.9,197.25,168.24,,,,,,,,579369,0.1098747085190957,0.92,0.03,0,0.02,0,0.02,0.02,,,0.063589871,0.038056921,0.019353814,0.013528511,0.007832659,0.034245878,0.054871766,0.053009395,0.052458796,0.059623487,0.065645556,0.065056984,0.068640193,0.061106134,0.027189926,0.037777306,0.023182117,0.035045023,0.044857422,0.038459082,0.037117968,0.032675204,0.066675987,0.52,0.4351,56929,0.4351,11.5,2.47,42.23,75.2,37.2,0.3684649963597015,0.052644225,,,,,,,,,,,,,,,,11.180595035057799,10.301996657880682,0.8785983771771151
NJ-510,ocean county,2012,649,598,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,262700,0.5906942573772499,1079,1360,0.18,42,279564,0.002397148,0,281,275400,0.6029281930547381,1117,1426,0.18,5.5,278113,0.004682244,0,309,0500000US34029,34029,-4.48,674.27,188.41,160.7,CN3402900000000,34,29,267419,238789,28630,10.7,580470,0.1134356642031457,0.92,0.03,0,0.02,0,0.01,0.01,,,0.061274484,0.037407618,0.021200062,0.011411442,0.011135804,0.032396162,0.054049305,0.052750357,0.053162093,0.056440471,0.066454769,0.067634848,0.068055197,0.060459628,0.026473375,0.038058814,0.027830896,0.034632281,0.045182352,0.038353403,0.034346306,0.035257636,0.066032698,0.52,0.4322,59312,0.4322,11,2.95,56.1,74.7,56.4,0.3640596028269691,0.053189967,,,,5190,97,5056,99,16750,152445,454328,69758,760,6218,1.535894772058953,3.686763747776937,11.68981203742111,10.095746759590961,1.5940652778301514
NJ-510,ocean county,2013,682,589,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,257700,0.5797088094360486,1098,1334,0.2,43,279034,0.004983969,0,236,268100,0.6050150693188668,1114,1421,0.19,4.8,278766,0.004306186,0,307,0500000US34029,34029,0.84,679.93,189.99,162.05,CN3402900000000,34,29,265197,240054,25143,9.5,583414,0.1092157541642812,0.92,0.03,0,0.02,0,0.02,0.01,,,0.068078586,0.037547951,0.020273768,0.011801225,0.009519826,0.033660488,0.055223221,0.052528736,0.049347462,0.057252654,0.063006716,0.062094842,0.069026455,0.063843171,0.02294597,0.038975753,0.0285132,0.030539205,0.052232206,0.03837755,0.030480928,0.037448536,0.067281553,0.52,0.4415,60227,0.4415,10.2,3.36,42.84,73.8,53.3,0.3734727217813898,0.046015898,,,,5520,97,5291,99,16910,153500,454525,75319,775,6290,1.554369946647599,3.720367416533744,10.694165624824109,9.704912664314064,0.9892529605100452
NJ-510,ocean county,2014,627,569,58,182,63,382,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,258500,0.5644268045043382,1183,1360,0.2,36,278634,0.004575882,0,177,264100,0.594784065,1139,1408,0.19,3.8,278980,0.004559805,0,269,0500000US34029,34029,3.9,706.45,197.4,168.37,CN3402900000000,34,29,264431,244954,19477,7.4,586301,0.10372829,0.92,0.03,0,0.02,0,0.01,0.02,,,0.065456139,0.037453458,0.019182979,0.01343849,0.009024375,0.033811984,0.054983703,0.054325338,0.049305732,0.05486431,0.060717959,0.064033662,0.068099833,0.066080392,0.024528357,0.03748757,0.025278824,0.035036611,0.053254216,0.040056217,0.028072611,0.03735965,0.06814759,0.52,0.4382,63653,0.4382,12,4.91,47.59,72.1,52.8,0.3740470235117559,0.044789939,,,,5558,94,5398,100,17070,154510,457100,77846,827,6484,1.599431196674688,3.734412601181361,10.276514681827216,9.987753112255211,0.2887615695720044
NJ-510,ocean county,2015,605,588,17,221,58,326,321,282,77,417,0,0,0,0,2,184,2,0,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,270200,0.5782145782145782,1150,1378,0.21,32,280488,0.007114703,0,228,262700,0.5869764457886536,1133,1384,0.2,3.5,279989,0.004966426,0,251,0500000US34029,34029,2.43,723.6,202.2,172.46,CN3402900000000,34,29,265360,249147,16213,6.1,588721,0.1058599914050968,0.91,0.03,0,0.02,0,0.02,0.02,,,0.063624365,0.037496539,0.019467626,0.010780998,0.011382302,0.032592688,0.056417216,0.054219231,0.049604142,0.05181062,0.061032306,0.065538685,0.066338724,0.069960134,0.02419822,0.036533434,0.023393084,0.039225711,0.053594147,0.037034521,0.031244002,0.036290535,0.06822077,0.52,0.4491,63765,0.4491,10.9,3.8,53.7,73.8,55,0.3708546171558637,0.040486581,,,,5549,93,5273,100,16960,155110,459483,69973,877,6584,1.623781510959056,3.6911050027966215,7.24054299,6.3291459703593445,0.9113970197317455
NJ-510,ocean county,2016,429,375,54,162,27,240,227,202,74,311,0,0,0,0,3,111,1,3,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,272900,0.5457152879516332,1180,1369,0.22,7,282205,0.005349787,0,189,264200,0.5758596522957973,1149,1383,0.2,3,280508,0.005062688,0,234,0500000US34029,34029,3.52,749.09,209.32,178.53,CN3402900000000,34,29,268639,254709,13930,5.2,592497,0.1195263435933008,0.91,0.03,0,0.02,0,0.03,0.01,,,0.063774163,0.037563059,0.02163724,0.01087938,0.011537611,0.030432222,0.054574116,0.05429057,0.055126018,0.046487999,0.059554732,0.066899917,0.064572479,0.066187677,0.025974815,0.039591762,0.025669328,0.038315806,0.055029814,0.037870234,0.031265981,0.034376545,0.068388532,0.52,0.4514,62222,0.4514,11.2,4.41,43.09,75.2,55.9,0.3820047739321102,0.041547811,10350,280508,0.036897343,,,,,16705,155950,462673,79547,872,6525,1.5987533311863886,3.610541354261001,3.746176475015177,3.027044383829228,0.7191320911859492
NJ-510,ocean county,2017,224,181,43,80,17,127,110,112,48,125,0,0,0,0,11,81,1,6,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,279600,0.5383050247699929,1268,1394,0.2,45,283679,0.005242487,0.28,126,267900,0.5685403343430944,1188,1402,0.2,3.1,281171,0.005534766,0.29,214,0500000US34029,34029,2.76,769.77,215.1,183.46,CN3402900000000,34,29,277606,264541,13065,4.7,597943,0.10428586,0.91,0.03,0,0.02,0,0.03,0.01,,,0.064974421,0.037135647,0.01852016,0.008326881,0.011869024,0.035473281,0.056674298,0.053861321,0.054164026,0.045835473,0.057045571,0.065521296,0.062636405,0.068508202,0.028194995,0.037816314,0.025953979,0.035872985,0.057498792,0.044246692,0.03029553,0.029757017,0.069817692,0.52,0.4499,71081,0.4499,10.4,2.54,42.73,72.8,54.6,0.3710602476510156,0.042438813,,,,5112,104,5630,100,16720,156920,465868,71213,874,6568,1.597448204212352,3.588999459074244,5.883809716928917,4.188474713746009,1.6953350031829084
NJ-510,ocean county,2018,354,252,102,108,19,227,174,177,50,243,0,0,0,0,20,89,0,2,['NJ-510'],['Lakewood Township/Ocean County CoC'],Largely Suburban CoC,new jersey,285200,0.5863149361319866,1243,1420,0.2,53,284918,0.004750199,0.29,177,272900,0.5604444345878334,1238,1436,0.2,3.3,282075,0.005824122,0.29,198,0500000US34029,34029,3.72,798.44,223.11,190.29,CN3402900000000,34,29,281747,270129,11618,4.1,601651,0.10988264,0.91,0.03,0,0.02,0,0.02,0.02,,,0.070426211,0.038156672,0.0194548,0.01070388,0.008212402,0.034608103,0.057794303,0.052404135,0.050283304,0.049945899,0.054902261,0.060006549,0.061490798,0.064946289,0.02855476,0.040869208,0.02351197,0.035608683,0.060589943,0.046930862,0.029038429,0.030826841,0.070733698,0.52,0.464,68551,0.464,9.8,4.85,44.73,74.8,55.2,0.376708405,0.037038727,,,,5660,98,5728,100,16420,158085,467860,71712,859,6549,1.5833796434830931,3.509596887957936,5.023172471038529,4.529089932903591,0.49408253813493724
NJ-513,somerset county,2010,310,296,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,398200,0.480318839,1188,2028,0.19,108,123181,0.005176296,0,840,431200,0.4659926865992687,1162,,0.2,13.4,122244,0.004185929,0,,0500000US34035,34035,-2.71,725.29,188.98,150.24,,,,,,,,324194,0.086327939,0.7,0.08,0,0.14,0,0.05,0.02,,,0.074964373,0.046015657,0.022020765,0.007153124,0.010148245,0.025614293,0.052829479,0.059742006,0.071043881,0.079970635,0.091914101,0.069217814,0.085584557,0.070454728,0.018529029,0.030346027,0.017797985,0.022190417,0.026252799,0.018618482,0.017754801,0.02242176,0.059415042,0.51,,94270,0.426,4.9,3.38,51.39,75.4,26.3,0.2221724496961185,0.1091158539060407,,,,,,,,,,,,,,,,11.91161397752491,11.850055248958887,0.061558728566020196
NJ-513,somerset county,2011,387,385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,395100,0.4429565347497569,1220,1953,0.23,108,123515,0.007076441,0,733,420500,0.4585495506897861,1204,2052,0.21,13.5,122838,0.005098471,0,848,0500000US34035,34035,-2.94,703.98,183.43,145.83,,,,,,,,324893,0.076942255,0.7,0.09,0,0.15,0,0.04,0.02,,,0.070823317,0.045304146,0.022416611,0.011095961,0.010329555,0.023601617,0.052546531,0.059908955,0.065790891,0.080272582,0.091821,0.070949513,0.085545087,0.063608634,0.024771232,0.03716916,0.018215228,0.023604694,0.024657349,0.019575676,0.018683074,0.021425515,0.057883672,0.51,0.4471,96360,0.4471,4.6,3.18,47.71,74.1,34.4,0.1943427892123726,0.1071610735538193,,,,,,,,,,,,,,,,9.00194381,8.300097343053398,0.7018464665081917
NJ-513,somerset county,2012,295,272,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,393700,0.5014296854691968,1176,1849,0.23,87,124300,0.005023964,0,673,407300,0.4772036474164133,1210,2039,0.21,12.8,123357,0.005993121,0,829,0500000US34035,34035,-2.18,688.64,179.43,142.65,CN3403500000000,34,35,175718,162589,13129,7.5,327707,0.08072455,0.69,0.09,0,0.15,0,0.05,0.02,,,0.072290186,0.044567251,0.023197551,0.009777026,0.008037668,0.03008175,0.050966259,0.058414987,0.073507737,0.069220371,0.087874229,0.067056853,0.087199846,0.074993821,0.021217124,0.032565676,0.019459456,0.021839631,0.031515958,0.02483621,0.016609349,0.018843052,0.055928009,0.51,0.4544,95825,0.4544,6.3,3,69.11,73.8,55.3,0.2287540766649335,0.1151327433628318,,,,2156,96,2116,98,,,,,,,,,9.437814782884885,9.195819532041684,0.24199525084320223
NJ-513,somerset county,2013,312,304,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,400900,0.3822261258383903,1222,1853,0.22,162,125062,0.006169561,0,631,398800,0.4632872624469923,1217,2011,0.22,11.4,123785,0.006422519,0,794,0500000US34035,34035,0.32,690.84,180,143.11,CN3403500000000,34,35,174177,162926,11251,6.5,330585,0.077632076,0.69,0.09,0,0.16,0,0.04,0.02,,,0.072828471,0.044472677,0.022923,0.010802063,0.00841841,0.031613655,0.051590363,0.055425987,0.066113103,0.074679734,0.084770936,0.070214922,0.08738146,0.071975437,0.027711481,0.033755313,0.021189709,0.018645734,0.035068137,0.022823177,0.017698928,0.021195759,0.048701544,0.51,0.4637,97219,0.4637,5.3,3.28,41.81,73.4,52.1,0.2219639954241676,0.1093297724328733,,,,1800,94,1778,99,,,,,,,,,9.712299439513123,9.321401938851604,0.39089750066151885
NJ-513,somerset county,2014,323,310,13,66,40,217,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,392700,0.4434655396618985,1322,1837,0.26,85,126037,0.004085732,0,515,396500,0.4429540489786532,1260,1962,0.23,10.9,124402,0.005520049,0,702,0500000US34035,34035,2.79,710.13,185.03,147.1,CN3403500000000,34,35,173073,164080,8993,5.2,332568,0.080930817,0.67,0.09,0,0.17,0,0.05,0.02,,,0.075154555,0.044445046,0.022972745,0.008801208,0.014234683,0.032381348,0.04973419,0.057780664,0.065481345,0.071747733,0.080419644,0.057822761,0.087549013,0.07437276,0.023177215,0.041026196,0.017055159,0.024310818,0.032327223,0.021358038,0.023032884,0.019776407,0.055038368,0.51,0.4623,100301,0.4623,4.1,4.08,47.1,71.4,51.5,0.2143699558310015,0.1157437895221244,,,,2130,94,2113,100,,,,,,,,,10.250139365929975,10.10028352724679,0.14985583868318678
NJ-513,somerset county,2015,342,337,5,73,29,240,128,214,37,157,0,0,0,0,0,171,13,1,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,420400,0.4446893051520919,1267,1797,0.26,75,125898,0.003319169,0,530,399000,0.4342916922188954,1252,1888,0.24,9.7,124672,0.005905274,0,636,0500000US34035,34035,2.01,724.37,188.74,150.05,CN3403500000000,34,35,173052,165261,7791,4.5,333654,0.084260941,0.66,0.1,0,0.17,0,0.05,0.02,,,0.071394319,0.042499116,0.022337511,0.008263051,0.010450946,0.040673872,0.049401476,0.057223951,0.065160316,0.068681928,0.079516505,0.06057173,0.086880421,0.082933218,0.024219701,0.032057161,0.023713188,0.022223621,0.034257045,0.020934861,0.019891864,0.02303584,0.053678361,0.51,0.4549,98440,0.4549,5.2,3.51,50.11,73.1,53.7,0.2290093502189608,0.1097952310600645,,,,2185,92,2117,100,,,,,,,,,6.531815635009334,6.262153521637389,0.26966211337194496
NJ-513,somerset county,2016,218,209,9,38,26,154,92,126,29,93,0,0,0,0,10,114,0,1,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,422800,0.4270538967008273,1343,1830,0.25,38,126301,0.005009942,0,487,404100,0.4338451718146033,1299,1872,0.24,8.4,125232,0.004937487,0,573,0500000US34035,34035,2.13,739.78,192.76,153.25,CN3403500000000,34,35,173010,166058,6952,4,333751,0.087139814,0.67,0.1,0.01,0.17,0,0.03,0.02,,,0.069887431,0.044083763,0.022202181,0.009327313,0.009360272,0.04438938,0.04870697,0.053677742,0.06797283,0.065914409,0.078157069,0.059331657,0.084976524,0.08304095,0.02892276,0.029899536,0.020677092,0.025758724,0.037090526,0.025623893,0.016479351,0.023038133,0.051481494,0.51,0.4574,104478,0.4574,5,4.07,41.09,74.6,55.1,,0.1021132057545071,4279,125232,0.034168583,,,,,,,,,,,,,7.274201626559184,7.1251401178182165,0.14906150874096688
NJ-513,somerset county,2017,244,239,5,51,29,164,94,148,36,131,0,0,0,0,5,106,0,2,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,424900,0.4724829674489023,1422,1952,0.23,45,126707,0.004389785,0.24,530,412800,0.4363616730257001,1364,1922,0.24,7.9,125762,0.004251099,0.24,558,0500000US34035,34035,1.23,748.86,195.12,155.13,CN3403500000000,34,35,176878,170323,6555,3.7,335432,0.08254132,0.68,0.1,0,0.19,0,0.02,0.02,,,0.071943047,0.043648191,0.028035489,0.008538243,0.010353812,0.037354814,0.050877674,0.058789859,0.067924348,0.064767226,0.073791409,0.054124234,0.082198478,0.084613275,0.025578955,0.034510721,0.020102435,0.026297431,0.038109065,0.026646235,0.021995516,0.018641632,0.05115791,0.51,0.4634,112153,0.4634,5.2,2.57,39.57,72.1,53.4,0.2415980775007509,0.1015413513065576,,,,2183,96,2200,100,,,,,,,,,6.5828411300745255,6.401662016402749,0.18117911367177594
NJ-513,somerset county,2018,218,212,6,40,26,152,90,127,31,129,0,0,0,0,3,84,1,1,['NJ-513'],['Somerset County CoC'],Largely Suburban CoC,new jersey,436600,0.4267774833956375,1478,1934,0.23,30,127016,0.001760311,0.22,456,420500,0.4392536475869809,1414,1951,0.24,5.5,126209,0.003435545,0.23,537,0500000US34035,34035,3,771.3,200.97,159.77,CN3403500000000,34,35,175985,170157,5828,3.3,331164,0.079733908,0.67,0.1,0,0.19,0,0.02,0.03,,,0.073881823,0.041420565,0.022260874,0.013440471,0.012824462,0.034019398,0.054429225,0.056449373,0.067474122,0.066387047,0.072106268,0.052671788,0.077946274,0.074050923,0.027814014,0.045953063,0.025008757,0.026376659,0.034789409,0.026449131,0.02142443,0.021823024,0.050998901,0.51,0.4501,121378,0.4501,4.6,4.88,44.38,73.9,53.6,,0.081564527,,,,2183,96,2170,100,,,,,,,,,9.150771887369503,8.968364474332237,0.18240741303726582
NJ-514,mercer county,2010,901,774,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,293600,0.5056924662668666,908,1442,0.32,79,143178,0.008250951,0,534,309300,0.4860405174282755,900,,0.32,8.3,142377,0.005518021,0,,0500000US34021,34021,-2.62,745.01,172.32,155.85,,,,,,,,366789,0.089926361,0.62,0.21,0,0.09,0,0.06,0.02,,,0.065852575,0.04056283,0.03661233,0.021052976,0.014896848,0.03727211,0.063676937,0.063101674,0.069661304,0.071594295,0.077166982,0.060950574,0.074418808,0.069743095,0.019389894,0.02847141,0.017416008,0.020046948,0.026571135,0.021391045,0.020057853,0.021516458,0.058575911,0.51,,70956,0.471,12.1,3.07,52.71,76.7,27.5,0.2335281911689239,0.2186020198633868,,,,,,,,,,,,,,,,22.96608484102184,21.576677573059666,1.3894072679621754
NJ-514,mercer county,2011,843,792,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,282700,0.4948320413436692,929,1447,0.34,84,143392,0.007280737,0,518,302100,0.4887745667480619,916,1447,0.32,8.7,142808,0.005956916,0,531,0500000US34021,34021,-4.45,711.86,164.65,148.91,,,,,,,,367063,0.099590534,0.61,0.2,0,0.09,0,0.07,0.02,,,0.062673165,0.03976974,0.034111311,0.020138232,0.020037432,0.034748803,0.063692064,0.06271403,0.068584957,0.070383013,0.075978783,0.062542397,0.07534129,0.064928909,0.026194413,0.030828495,0.017882489,0.020647682,0.026761074,0.024611579,0.021170753,0.017743548,0.058515841,0.51,0.4786,73890,0.4786,11.4,3.24,42.23,75.4,35.9,0.2485111052685726,0.2085750948449007,,,,,,,,,,,,,,,,27.39592129306576,24.517856221643594,2.8780650714221716
NJ-514,mercer county,2012,1009,903,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,272900,0.5310787298825577,926,1419,0.35,67,144051,0.001098452,0,493,293100,0.4923763736263736,939,1477,0.34,8.4,143311,0.005687226,0,538,0500000US34021,34021,-4.51,679.78,157.24,142.2,CN3402100000000,34,21,194723,178626,16097,8.3,368303,0.098014407,0.64,0.2,0,0.1,0,0.05,0.02,,,0.065785508,0.03949194,0.033754816,0.020322941,0.016176898,0.044164723,0.059133377,0.063998936,0.057645471,0.07846257,0.074715655,0.058468163,0.075508481,0.0627744,0.025161348,0.034753993,0.020018843,0.020206189,0.029858568,0.021857004,0.020162746,0.019815207,0.057762223,0.51,0.4959,67991,0.4959,10.5,3.03,64.01,74.5,56,0.2467912430360165,0.1731053585188579,,,,7352,93,6448,98,,,,,,,,,18.033875609453204,16.225088684552958,1.8087869249002466
NJ-514,mercer county,2013,668,601,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,275200,0.4771308016877637,967,1432,0.36,65,144228,0.005151075,0,465,286900,0.4956731736767961,959,1487,0.34,7.9,143656,0.004688193,0,528,0500000US34021,34021,0.26,681.53,157.64,142.57,CN3402100000000,34,21,194040,179687,14353,7.4,370414,0.091686599,0.61,0.2,0,0.1,0,0.07,0.02,,,0.064695179,0.038691842,0.035463022,0.017075489,0.017942086,0.040487131,0.064136345,0.06408775,0.060926423,0.072680838,0.072802324,0.057703003,0.075248236,0.062916088,0.025752266,0.036240531,0.02343054,0.023730205,0.02478578,0.024332234,0.019748174,0.018859978,0.058264536,0.51,0.485,70857,0.485,11.8,3.33,40.97,73.8,52.8,0.2449437449772301,0.2021729483872757,,,,6647,94,5931,98,,,,,,,,,17.01041888156496,15.987640531091117,1.0227783504738426
NJ-514,mercer county,2014,632,594,38,120,68,444,0,0,0,0,0,0,0,0,0,0,0,0,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,272000,0.5223211493150399,992,1462,0.36,77,144999,0.010154754,0,470,280400,0.4999563794983642,978,1493,0.35,7.4,144069,0.006244533,0,515,0500000US34021,34021,1.13,689.26,159.43,144.19,CN3402100000000,34,21,195380,183986,11394,5.8,371537,0.097322743,0.64,0.2,0,0.1,0,0.03,0.02,,,0.061019495,0.038706778,0.033237605,0.017664459,0.017228432,0.043920256,0.062669398,0.062685547,0.058828596,0.073820373,0.0717802,0.06058616,0.074856609,0.068407723,0.023106716,0.035035542,0.021812094,0.023836119,0.030578381,0.023636946,0.019548524,0.018471915,0.058562135,0.51,0.491,74961,0.491,11.9,4.22,47.12,72.3,52.3,0.2570243194926974,0.2446223767060462,,,,7656,93,7005,100,,,,,,,,,16.15517584908912,13.328020075498522,2.8271557735905954
NJ-514,mercer county,2015,600,495,105,98,64,438,204,394,80,168,0,0,0,3,0,426,3,0,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,283600,0.4649859943977591,997,1460,0.37,77,144485,0.00279764,0,463,276500,0.5007634244424851,976,1473,0.36,7.3,143833,0.005476997,0,497,0500000US34021,34021,1.55,699.93,161.9,146.42,CN3402100000000,34,21,197825,188101,9724,4.9,371398,0.090307433,0.65,0.21,0,0.11,0,0.02,0.01,,,0.062154347,0.038828965,0.036911884,0.016944087,0.015578975,0.043594742,0.062035875,0.061963177,0.061995487,0.068637957,0.071395107,0.058371343,0.074607295,0.071198552,0.023144982,0.034370137,0.016378656,0.028158472,0.034380907,0.02067324,0.017442205,0.023139597,0.058094012,0.51,0.4858,72417,0.4858,11.2,3.38,49.37,74,54.7,0.2445556009255478,0.2630999757760321,,,,8161,91,6900,97,,,,,,,,,12.532915749158407,11.347005441711161,1.1859103074472472
NJ-514,mercer county,2016,465,421,44,83,38,344,155,309,74,157,0,0,0,4,7,291,2,4,['NJ-514'],['Trenton/Mercer County CoC'],Largely Suburban CoC,new jersey,284600,0.5059370920880879,1009,1465,0.37,43,144734,0.005306549,0,456,277400,0.50190464,990,1481,0.36,6.6,144171,0.004641548,0,491,0500000US34021,34021,1.85,712.9,164.89,149.13,CN3402100000000,34,21,199051,190499,8552,4.3,371023,0.098090954,0.64,0.21,0,0.11,0,0.01,0.02,,,0.062470521,0.038569037,0.034774125,0.017295424,0.017254995,0.042873353,0.065758727,0.061939556,0.067060533,0.061346601,0.071133056,0.056947952,0.072000927,0.070720683,0.02564531,0.034181169,0.022241209,0.029259642,0.030558752,0.023510672,0.014500449,0.023357043,0.056600265,0.51,0.5003,77650,0.5003,11.1,3.99,40.53,75.4,55.6,0.2472947945907539,0.243564055,15312,144171,0.1062072122687641,,,,,,,,,,,,,12.755748759783632,10.51415274341998,2.241596016363651
